ID	Symbols	Sites	Feature	Effect	HRD3Bvs2A_2A	HRD3Bvs2A_3B
PKM-P-S437	PKM	S437	P		0.418303061777392	-0.418303061777392
SLC9A1-P-T779	SLC9A1	T779	P		0.901239179092068	-0.9012391790920692
CTAG1B-R	CTAG1B		R		-0.7641390612896651	0.7641390612896719
KLRG2-P-S177	KLRG2	S177	P		-0.108853884517191	0.108853884517191
ATP1A1-P-S653	ATP1A1	S653	P		-0.8439977579920609	0.843997757992062
NR4A2-P-S337	NR4A2	S337	P		-0.7432767642533811	0.7432767642533821
C3-P-S297	C3	S297	P		-0.467346048973035	0.467346048973035
TGFB1I1-P-S216	TGFB1I1	S216	P		0.263771935147014	-0.263771935147014
KLRG2-P-S77	KLRG2	S77	P		-0.0935536619809336	0.0935536619809336
POTEB2-R	POTEB2		R		0.657987421907394	-0.657987421907395
RAI14-P-S40	RAI14	S40	P		0.7830184990365849	-0.7830184990365859
ZNF513-P-S253	ZNF513	S253	P		0.991953023592581	-0.991953023592581
DGAT1-P-S18	DGAT1	S18	P		-0.979105035391806	0.979105035391806
MARK3-P-S587	MARK3	S587	P		-0.9522768521215508	0.952276852121552
AFDN-P-S1697	AFDN	S1697	P		0.946409609272017	-0.946409609272016
NPIPB9-R	NPIPB9		R		-0.7636903558014398	0.763690355801442
ARAF-P-S157	ARAF	S157	P		0.8754082170715891	-0.8754082170715891
EIF4ENIF1-P-S78	EIF4ENIF1	S78	P		0.774102492699774	-0.7741024926997749
MYBPC1-G	MYBPC1		G		-0.15970881014584	0.15970881014584
ASPM-P-S605	ASPM	S605	P		-0.547885670353544	0.547885670353544
VAPA-P-S259	VAPA	S259	P		0.907527674243306	-0.907527674243305
ULK3-R	ULK3		R		0.9687857969145892	-0.968785796914588
SFPQ-P-T476	SFPQ	T476	P		-0.6839558909455961	0.6839558909455961
NUP98-P-S1047	NUP98	S1047	P		-0.445997701089671	0.445997701089671
LRRC10B-R	LRRC10B		R		-0.407681359579459	0.40768135957946
LMO7-P-S276-2	LMO7	S276	P		0.208241347648847	-0.208241347648848
TTI1-P-S1029	TTI1	S1029	P		0.8583365023132791	-0.8583365023132791
TEPSIN-P-S203	TEPSIN	S203	P		-0.7550343429873921	0.7550343429873921
TTN-P-S308	TTN	S308	P		-0.528815188301863	0.528815188301863
C17orf99-R	C17orf99		R		-0.977267258869362	0.9772672588693578
DNM1-P-S774	DNM1	S774	P		0.0763121774405408	-0.0763121774405413
KALRN-P-S1714	KALRN	S1714	P		0.596709845412401	-0.596709845412401
DRD3-R	DRD3		R		-0.3874379403913739	0.387437940391372
CAVIN2-P-S409	CAVIN2	S409	P		0.932101348650748	-0.932101348650748
CENPF-P-T253	CENPF	T253	P		-0.8456930757837691	0.8456930757837701
AGO1-P-S826-S829	AGO1	S826|S829	P		0.327133016261609	-0.327133016261609
SRRM2-P-S1517-S1519	SRRM2	S1517|S1519	P		0.987293778098478	-0.987293778098478
STMP1-R	STMP1		R		-0.291742871455298	0.291742871455294
LAMB2-R	LAMB2		R		0.0391924148044844	-0.0391924148044848
CYP27C1-R	CYP27C1		R		0.98764485959091	-0.987644859590907
NIFK-P-T234-T238	NIFK	T234|T238	P		-0.512537386201148	0.512537386201148
EIF4H-P-S13	EIF4H	S13	P		0.485185867330198	-0.485185867330199
MBD3-G	MBD3		G		-0.116159594874124	0.116159594874124
MBD4-G	MBD4		G		-0.488023212717881	0.488023212717883
NFIB-P-S312	NFIB	S312	P		-0.0382844682876806	0.0382844682876803
GLCCI1-P-S406	GLCCI1	S406	P		0.8048024836475091	-0.8048024836475078
AHNAK-P-S5763	AHNAK	S5763	P		0.896140174245618	-0.896140174245619
MBD1-G	MBD1		G		-0.310050125687485	0.310050125687486
MBD2-G	MBD2		G		-0.257631360460258	0.257631360460259
PHLDB2-R	PHLDB2		R		0.131294401263966	-0.131294401263965
CHMP4C-R	CHMP4C		R		0.667123819066345	-0.6671238190663461
TRAJ20-R	TRAJ20		R		-0.289703296613031	0.289703296613031
PTK2B-P-S375	PTK2B	S375	P		-0.3993036296969421	0.399303629696941
ARHGEF1-P-S10	ARHGEF1	S10	P		-0.6533100785671889	0.6533100785671889
FLNC-P-S2236	FLNC	S2236	P		0.502164822647074	-0.502164822647074
KSR1-P-S334	KSR1	S334	P		0.6074412573331041	-0.607441257333105
GPR75-ASB3-P-S73	GPR75-ASB3	S73	P		0.962424928031758	-0.962424928031758
THRAP3-P-S560	THRAP3	S560	P		-0.2234392030763689	0.22343920307637
BRD1-P-S934	BRD1	S934	P		-0.8547501446659801	0.854750144665978
TSC22D4-P-S189	TSC22D4	S189	P		-0.497817595957349	0.497817595957348
OSBPL3-R	OSBPL3		R		-0.523191315512115	0.523191315512119
MED28-R	MED28		R		0.543449334584109	-0.5434493345840979
PTMS-P-S5	PTMS	S5	P		0.594672381448571	-0.594672381448571
FBXO28-G	FBXO28		G		0.5933284975915921	-0.5933284975915921
NGFR-P-T293	NGFR	T293	P		-0.95633028223291	0.95633028223291
FBXO21-G	FBXO21		G		0.913759651596361	-0.91375965159636
FBXO22-G	FBXO22		G		0.602633245020298	-0.602633245020296
TFAP2C-R	TFAP2C		R		0.893489905889244	-0.8934899058892429
MISP-R	MISP		R		0.038423158543208	-0.0384231585432081
HMGXB4-P-S497	HMGXB4	S497	P		-0.543242297908482	0.543242297908481
SNRNP27-R	SNRNP27		R		-0.616805652283764	0.616805652283765
GRXCR1-R	GRXCR1		R		0.8811851979180941	-0.881185197918092
C12orf45-P-S178	C12orf45	S178	P		-0.502016509734137	0.502016509734137
FBXO17-G	FBXO17		G		0.8390094222031379	-0.8390094222031379
ZC3H4-P-S1269	ZC3H4	S1269	P		-0.932101348650748	0.932101348650748
AKAP11-P-T1244	AKAP11	T1244	P		-0.988333888785241	0.98833388878524
FBXO11-G	FBXO11		G		0.911203844530853	-0.911203844530853
CNGB3-R	CNGB3		R		0.8453253879485899	-0.845325387948588
MCM3-P-S672	MCM3	S672	P		-0.153360517733785	0.153360517733785
GRB7-R	GRB7		R		0.3713339507351071	-0.37133395073511
MINPP1-G	MINPP1		G		5.438009514109E-4	-5.438009514109E-4
SYNRG-P-S720	SYNRG	S720	P		-0.980170855389214	0.980170855389214
RASAL2-P-S959	RASAL2	S959	P		-0.946251972817855	0.946251972817855
TNKS1BP1-P-T114	TNKS1BP1	T114	P		-0.837966607458125	0.837966607458124
ABLIM1-P-S556	ABLIM1	S556	P		-0.995248565298896	0.995248565298896
SPINDOC-P-S148	SPINDOC	S148	P		0.7471435458831291	-0.7471435458831291
SHC1-P-S454	SHC1	S454	P		0.319835338669764	-0.319835338669764
LRBA-P-T2062-S2064	LRBA	T2062|S2064	P		0.258561733229926	-0.258561733229926
ATP13A1-P-S899	ATP13A1	S899	P		-0.880519311106227	0.880519311106227
KL-R	KL		R		0.109080681580897	-0.109080681580893
TXNRD3-R	TXNRD3		R		-0.647129888216756	0.64712988821675
FBXO45-G	FBXO45		G		-0.30504163604663	0.305041636046631
RASA2-R	RASA2		R		-0.268489582401431	0.268489582401431
FBXO46-G	FBXO46		G		-0.3695008742653111	0.369500874265312
FBXO44-G	FBXO44		G		0.5963993351522541	-0.5963993351522541
BCLAF1-P-S485	BCLAF1	S485	P		0.6900943338467309	-0.69009433384673
FBXO42-G	FBXO42		G		-0.6836343956237851	0.6836343956237851
PRPF31-R	PRPF31		R		-0.849007722112193	0.84900772211219
ZNF569-R	ZNF569		R		0.482501917426513	-0.482501917426516
QSER1-P-S1230-S1231	QSER1	S1230|S1231	P		-0.414690681443887	0.4146906814438879
FRS3-R	FRS3		R		0.6962760328086119	-0.6962760328086119
SNX30-P-S16	SNX30	S16	P		0.85237948786338	-0.85237948786338
MBIP-G	MBIP		G		0.8424152978774171	-0.8424152978774171
PAPOLG-R	PAPOLG		R		-0.4674185481073061	0.467418548107304
AUTS2-P-S941	AUTS2	S941	P		-0.568829333543395	0.568829333543395
ZNF639-P-S200	ZNF639	S200	P		-0.622537914743127	0.6225379147431279
ARID3A-P-S77	ARID3A	S77	P		-0.8857874653998481	0.8857874653998481
FBXO38-G	FBXO38		G		0.296507940128526	-0.296507940128526
KIF1C-R	KIF1C		R		0.592715484388901	-0.592715484388906
HNRNPA3-P-S358	HNRNPA3	S358	P		-0.951189109103542	0.951189109103542
FAM160B1-R	FAM160B1		R		0.7798880895654151	-0.77988808956543
CFAP97D1-R	CFAP97D1		R		0.39009771065682	-0.390097710656822
FBXO30-G	FBXO30		G		-0.6735402223081021	0.673540222308103
ACBD5-R	ACBD5		R		-0.998179608230626	0.998179608230619
EPS15-P-S851	EPS15	S851	P		0.4693359741373371	-0.469335974137336
LARP1-R	LARP1		R		0.929457517768186	-0.929457517768188
SRGN-R	SRGN		R		-0.0116200135741611	0.0116200135741613
OR1A2-R	OR1A2		R		-0.339008613911695	0.3390086139116961
UBL5-R	UBL5		R		-0.76325532930163	0.763255329301633
ARAP1-R	ARAP1		R		0.440927186798175	-0.44092718679817
DHX38-P-S199	DHX38	S199	P		0.282725320396409	-0.282725320396409
NOC2L-P-S672-S673	NOC2L	S672|S673	P		-0.6893045879459531	0.6893045879459531
DMTN-P-S333	DMTN	S333	P		-0.5718802119595389	0.5718802119595389
IFNAR2-P-S400	IFNAR2	S400	P		-0.459535741131329	0.459535741131331
TNRC6A-R	TNRC6A		R		0.4470181147130049	-0.447018114713007
MED8-P-S82	MED8	S82	P		-0.978211281259715	0.978211281259715
SSBP2-P-S329	SSBP2	S329	P		0.2392155818981939	-0.2392155818981939
MIS18BP1-P-S1116	MIS18BP1	S1116	P		-0.567106348044678	0.567106348044677
PLEKHA6-P-S336	PLEKHA6	S336	P		-0.506801212957701	0.506801212957701
MBL2-G	MBL2		G		0.9011930847029548	-0.901193084702954
NUP188-R	NUP188		R		-0.89756374502057	0.897563745020564
DOCK9-P-S1288	DOCK9	S1288	P		0.950074783284966	-0.950074783284966
VPS13C-G	VPS13C		G		0.137454831715281	-0.137454831715281
DHPS-G	DHPS		G		-0.0447640782640057	0.0447640782640058
VPS13D-G	VPS13D		G		0.4311843874861529	-0.4311843874861529
VPS13A-G	VPS13A		G		-0.7245780300427241	0.7245780300427241
ZFP91-R	ZFP91		R		-0.921603360132126	0.921603360132121
VPS13B-G	VPS13B		G		0.278363843727322	-0.278363843727322
BCAR1-R	BCAR1		R		0.364820376476835	-0.364820376476837
COBL-P-S574	COBL	S574	P		-0.853425757398317	0.853425757398318
ISCU-P-S14	ISCU	S14	P		-0.61968024614517	0.61968024614517
USP42-P-S856	USP42	S856	P		-0.8568510688018159	0.856851068801817
PAK2-P-S58	PAK2	S58	P		-0.530439530310853	0.530439530310854
GOLGA6L9-R	GOLGA6L9		R		0.638703123109844	-0.638703123109845
C2orf78-R	C2orf78		R		-0.6440374009250379	0.64403740092504
KRTAP10-2-R	KRTAP10-2		R		0.5534795488738778	-0.5534795488738771
DCBLD1-R	DCBLD1		R		0.434203298630789	-0.434203298630789
CRELD2-P-S70	CRELD2	S70	P		-0.798660123721614	0.798660123721614
WBP4-P-S277	WBP4	S277	P		-0.979357438403053	0.979357438403054
VSIG2-R	VSIG2		R		0.9456039259960402	-0.945603925996046
PLEKHG4B-P-S1085	PLEKHG4B	S1085	P		-0.480213768666086	0.480213768666086
MAP1B-P-S1779-S1782	MAP1B	S1779|S1782	P		-0.61086952431534	0.61086952431534
IRS1-P-S629-S636	IRS1	S629|S636	P		-0.97274892772972	0.9727489277297208
C19orf54-R	C19orf54		R		0.6247000921746899	-0.6247000921746899
GMPS-P-T330	GMPS	T330	P		-0.202715449190103	0.202715449190103
GORASP2-P-T222	GORASP2	T222	P		0.443021817993791	-0.443021817993791
MFSD13A-R	MFSD13A		R		-0.776881211660795	0.776881211660799
DDX23-R	DDX23		R		0.653519453460105	-0.6535194534601031
NIBAN1-P-S641	NIBAN1	S641	P		0.907342780391048	-0.907342780391048
PLAAT3-R	PLAAT3		R		0.11205411338082	-0.11205411338082
PLCH1-P-S1131	PLCH1	S1131	P		-0.1668624662668769	0.166862466266878
SRCIN1-P-S362	SRCIN1	S362	P		0.6710560747276669	-0.6710560747276669
ARHGEF18-P-S1103	ARHGEF18	S1103	P		-0.266009869457055	0.266009869457055
TOPORS-P-S194	TOPORS	S194	P		-0.312658431227448	0.312658431227448
ARHGEF1-P-S333	ARHGEF1	S333	P		0.901239179092068	-0.9012391790920692
ARRDC2-R	ARRDC2		R		-0.766742725601062	0.766742725601062
SLCO2A1-R	SLCO2A1		R		0.323051930781378	-0.323051930781375
ZNF687-P-S253	ZNF687	S253	P		-0.7013692208876661	0.701369220887661
GPKOW-G	GPKOW		G		-0.061361616500811	0.0613616165008114
STAT5A-P-S794	STAT5A	S794	P		0.960813570901236	-0.9608135709012352
CDK17-P-S140	CDK17	S140	P		0.301843559031451	-0.301843559031451
GAK-P-S829	GAK	S829	P		0.458383827157859	-0.45838382715786
TRMT13-P-S397	TRMT13	S397	P		-0.788633123291253	0.788633123291253
KIAA0930-R	KIAA0930		R		-0.992770082617554	0.9927700826175572
GIT2-R	GIT2		R		0.116514145449302	-0.1165141454493
DOCK4-P-S1709	DOCK4	S1709	P		-0.9800377628087208	0.9800377628087208
SYNPO2-P-S243	SYNPO2	S243	P		0.313571363478575	-0.313571363478576
DOCK11-P-S437	DOCK11	S437	P		0.6392808428612471	-0.6392808428612471
EDC4-P-T727	EDC4	T727	P		-0.998256290645398	0.998256290645398
MDN1-P-S5015	MDN1	S5015	P		-0.248576529144078	0.248576529144077
ZFHX4-P-T1308	ZFHX4	T1308	P		0.366668988409896	-0.366668988409896
HECTD4-P-S1395	HECTD4	S1395	P		0.5824608131048431	-0.5824608131048431
GIMAP2-R	GIMAP2		R		-0.2339953174882	0.233995317488204
LRRIQ3-R	LRRIQ3		R		0.8830369153729509	-0.883036915372952
AAK1-P-S21	AAK1	S21	P		-0.9827407503663108	0.98274075036631
ACTN4-P-S423	ACTN4	S423	P		0.7342229927695609	-0.7342229927695609
EIF4EBP1-P-S112	EIF4EBP1	S112	P		-0.399009467958104	0.399009467958104
MVB12A-P-S202	MVB12A	S202	P		0.8871050792202642	-0.8871050792202642
SRCAP-P-S2840	SRCAP	S2840	P		-0.834346793107517	0.8343467931075179
PSMD3-R	PSMD3		R		0.461315682685656	-0.461315682685653
FGD5-P-S552	FGD5	S552	P		0.9426023814828248	-0.9426023814828248
PEX26-G	PEX26		G		0.62147295395007	-0.621472953950069
UVSSA-R	UVSSA		R		0.519259690033356	-0.51925969003335
INAVA-P-S605	INAVA	S605	P		-0.836253812379728	0.8362538123797271
IGHV1-46-R	IGHV1-46		R		-0.728391091749463	0.728391091749459
ANKRD50-P-S1417	ANKRD50	S1417	P		0.82739691701232	-0.82739691701232
KCNJ8-P-S403	KCNJ8	S403	P		0.839438937900336	-0.839438937900336
NSD2-P-S437	NSD2	S437	P		-0.900693699114191	0.900693699114192
ZNF471-R	ZNF471		R		0.256875793926955	-0.256875793926951
CERT1-P-S373	CERT1	S373	P		0.947813985737875	-0.947813985737874
DARS1-R	DARS1		R		-0.168514514993903	0.168514514993895
LIMS1-R	LIMS1		R		0.8873370246352209	-0.8873370246352209
TMPO-P-S224	TMPO	S224	P		-0.909930910534986	0.909930910534987
CCDC102B-R	CCDC102B		R		0.8158929194990779	-0.815892919499077
CRISPLD1-G	CRISPLD1		G		0.908369366691796	-0.908369366691796
CRISPLD2-G	CRISPLD2		G		0.185176933995239	-0.185176933995239
TRAFD1-P-S209	TRAFD1	S209	P		0.80660495833933	-0.80660495833933
RBBP8-P-S568	RBBP8	S568	P		0.8979801774472758	-0.8979801774472779
ACSM5-R	ACSM5		R		0.530079464398225	-0.530079464398226
SBDS-R	SBDS		R		-0.8778439189156659	0.8778439189156669
BAG6-P-S964-S973	BAG6	S964|S973	P		-0.980170855389214	0.980170855389214
ZC3HAV1-P-Y348	ZC3HAV1	Y348	P		-0.580849447667958	0.580849447667957
DNASE2-R	DNASE2		R		-0.633497322612153	0.633497322612148
ZNF358-R	ZNF358		R		0.5944179374240279	-0.5944179374240269
RAE1-P-S209	RAE1	S209	P		-0.86436081313418	0.86436081313418
DLGAP1-P-S356-S359	DLGAP1	S356|S359	P		-0.438497763806174	0.438497763806174
DHX8-G	DHX8		G		-0.515481777154113	0.515481777154114
PTGDR2-R	PTGDR2		R		0.606716295292235	-0.606716295292235
DHX9-G	DHX9		G		-0.274975313030898	0.274975313030898
PTPN22-P-S692	PTPN22	S692	P		-0.7642700529126469	0.7642700529126459
DOCK10-P-S1257-2	DOCK10	S1257	P		0.88653135528371	-0.8865313552837092
PDPK1-P-S241	PDPK1	S241	P		-0.602024888607647	0.6020248886076489
SNX3-R	SNX3		R		-0.257835817068638	0.257835817068641
SULT2B1-P-S350	SULT2B1	S350	P		0.814484378015479	-0.81448437801548
TLN1-P-Y70	TLN1	Y70	P		0.119758590424284	-0.119758590424285
GTPBP3-R	GTPBP3		R		-0.408591016199521	0.408591016199524
PKP4-P-S775	PKP4	S775	P		0.15997120851215	-0.15997120851215
ARHGAP39-P-S173	ARHGAP39	S173	P		-0.7297131974693599	0.729713197469361
MIDEAS-P-S923	MIDEAS	S923	P		0.943542243948944	-0.943542243948944
HMGA1-P-T53	HMGA1	T53	P		-0.115421724295277	0.115421724295278
NCKAP5L-P-S477	NCKAP5L	S477	P		-0.125709456439784	0.125709456439784
COBLL1-P-S985	COBLL1	S985	P		-0.743103442473	0.7431034424729991
CHGB-P-S367	CHGB	S367	P		-0.206933681764825	0.206933681764824
SHKBP1-P-S647	SHKBP1	S647	P		0.898758864858859	-0.898758864858859
SMIM12-R	SMIM12		R		-0.754367584345139	0.7543675843451371
KRT17-P-S32	KRT17	S32	P		-0.480226857287483	0.480226857287483
TMED4-R	TMED4		R		-0.918519303623465	0.918519303623466
TP53BP1-P-S1631	TP53BP1	S1631	P		0.477791492616377	-0.477791492616377
TMEM134-P-S95	TMEM134	S95	P		-0.893986645245417	0.893986645245417
PAPOLA-P-S738	PAPOLA	S738	P		-0.986765562073275	0.986765562073275
PRRC2B-P-S1489	PRRC2B	S1489	P		-0.6513012084084361	0.6513012084084361
TRIM42-P-S336-S339	TRIM42	S336|S339	P		0.9372479046543092	-0.9372479046543092
TMPRSS7-R	TMPRSS7		R		0.613093196172942	-0.6130931961729339
COPB1-P-S644	COPB1	S644	P		0.5938394136553671	-0.593839413655363
GOLGA1-P-S758	GOLGA1	S758	P		-0.984256089853223	0.984256089853222
SHTN1-P-S494	SHTN1	S494	P		0.514499489155496	-0.514499489155496
KMT2D-P-T1865	KMT2D	T1865	P		-0.6572023864051371	0.657202386405136
AKAP13-P-T815	AKAP13	T815	P		0.8059063646162321	-0.8059063646162321
TMEM159-R	TMEM159		R		-0.679286376979532	0.6792863769795279
ZNF282-R	ZNF282		R		-0.739975462070673	0.739975462070673
TMEM107-R	TMEM107		R		-0.613093196172942	0.6130931961729339
SPANXN2-R	SPANXN2		R		-0.613093196172942	0.6130931961729339
NCBP2AS2-R	NCBP2AS2		R		-0.430387773421151	0.430387773421153
HSPBP1-R	HSPBP1		R		-0.6617486401223621	0.661748640122365
KAT6A-P-S954	KAT6A	S954	P		-0.802717162990792	0.80271716299079
IFT43-P-S78	IFT43	S78	P		0.6977611466380171	-0.6977611466380171
SEC61G-R	SEC61G		R		-0.164940651846424	0.164940651846427
CDK18-P-S14	CDK18	S14	P		-0.896872066064397	0.896872066064397
CTR9-P-T975	CTR9	T975	P		0.977942759503886	-0.977942759503883
ZHX2-G	ZHX2		G		-0.329485685069014	0.329485685069015
ZHX3-G	ZHX3		G		0.179069294392936	-0.179069294392936
CACYBP-G	CACYBP		G		-0.3367677809033289	0.336767780903331
FAM229B-R	FAM229B		R		0.5605952596410141	-0.560595259641027
SCNM1-P-S177	SCNM1	S177	P		-0.6681141775783979	0.6681141775783979
ZHX1-G	ZHX1		G		0.990095242140858	-0.990095242140857
KCNMB3-R	KCNMB3		R		0.776877247088627	-0.776877247088624
UBXN2B-P-T59	UBXN2B	T59	P		0.791832524327177	-0.791832524327177
IFNA14-R	IFNA14		R		-0.776303185814275	0.776303185814282
BTF3-R	BTF3		R		-0.982250540075251	0.982250540075254
SEMA4D-P-S788	SEMA4D	S788	P		-0.34174327856728	0.34174327856728
NCOR2-P-T946	NCOR2	T946	P		0.6108955330518039	-0.610895533051803
PDCD6IP-P-T250	PDCD6IP	T250	P		0.738149644386183	-0.738149644386182
MAP3K11-P-S548	MAP3K11	S548	P		-0.69445047836436	0.69445047836436
PLEKHM2-P-S253	PLEKHM2	S253	P		0.53071472014901	-0.530714720149009
ZBTB12-R	ZBTB12		R		-0.457588030058834	0.457588030058826
STAT3-P-S727	STAT3	S727	P		-0.909533782977244	0.909533782977244
SUZ12-R	SUZ12		R		-0.264696630818009	0.26469663081801
RAB1A-P-T75	RAB1A	T75	P		0.544710675566516	-0.544710675566516
FAM83H-P-S892-T894	FAM83H	S892|T894	P		-0.180455337804904	0.180455337804904
RBM12B-P-S829	RBM12B	S829	P		-0.970628304115098	0.9706283041150991
FAM171A1-P-S544	FAM171A1	S544	P		0.639695993565712	-0.639695993565712
PEX16-G	PEX16		G		0.78984858138742	-0.7898485813874191
PKP4-P-S231	PKP4	S231	P		-0.7594247365227241	0.7594247365227241
VPS26A-P-S315	VPS26A	S315	P		-0.7460222717338242	0.746022271733825
PEX19-G	PEX19		G		0.9075233302987392	-0.9075233302987392
VWA1-P-S92	VWA1	S92	P		0.7268709024014529	-0.7268709024014541
PLEC-P-S21	PLEC	S21	P		0.604286393094832	-0.604286393094833
LMNA-P-S599	LMNA	S599	P		0.814141104869429	-0.814141104869429
RALGAPA1-P-S1212	RALGAPA1	S1212	P		-0.773277531452605	0.7732775314526039
PEX12-G	PEX12		G		0.764244362236227	-0.764244362236227
MID2-P-S116	MID2	S116	P		0.660393204049334	-0.660393204049334
PEX13-G	PEX13		G		0.658699483274341	-0.658699483274342
PEX14-G	PEX14		G		-0.762161710224844	0.7621617102248449
OR4D2-R	OR4D2		R		-0.789293459153303	0.7892934591533071
WDR11-P-S209	WDR11	S209	P		-0.554279478938043	0.554279478938044
DIP2A-P-S162	DIP2A	S162	P		0.642541195126945	-0.642541195126945
DCTN2-P-S70	DCTN2	S70	P		0.6465921054452071	-0.6465921054452071
MAP1B-P-S1262	MAP1B	S1262	P		-0.592475343668248	0.592475343668248
INPPL1-G	INPPL1		G		0.397308746996227	-0.3973087469962279
DPF2-P-S200	DPF2	S200	P		-0.496127047876528	0.496127047876526
IGF1R-G	IGF1R		G		0.536544253958606	-0.536544253958606
SALL1-R	SALL1		R		0.0760791322497381	-0.0760791322497387
BIN1-P-T307	BIN1	T307	P		-0.987583902150024	0.987583902150024
HDAC7-P-S405	HDAC7	S405	P		-0.6908023040220611	0.6908023040220611
TRMT61A-R	TRMT61A		R		-0.966447199688402	0.966447199688403
ZC3H13-P-S643	ZC3H13	S643	P		0.8854500081391209	-0.8854500081391209
PPIP5K1-G	PPIP5K1		G		0.2394332309108389	-0.2394332309108389
PPIP5K2-G	PPIP5K2		G		0.767757311580707	-0.767757311580707
MED17-R	MED17		R		-0.959788709823488	0.959788709823481
SLC9A1-P-S605	SLC9A1	S605	P		0.128531073648194	-0.128531073648194
PPP1R3D-P-S25-S28	PPP1R3D	S25|S28	P		-0.8062579901400531	0.8062579901400541
MAP4K4-P-S842	MAP4K4	S842	P		0.8817700998872858	-0.8817700998872858
AMHR2-R	AMHR2		R		0.713375439242381	-0.713375439242382
AHNAK-P-S793	AHNAK	S793	P		0.514499489155496	-0.514499489155496
CES2-R	CES2		R		0.999157040416892	-0.999157040416891
APC-P-S2111-S2114	APC	S2111|S2114	P		-0.7964385066797741	0.7964385066797741
TRAJ21-R	TRAJ21		R		-0.8161188482735992	0.816118848273597
ZNF611-R	ZNF611		R		0.8811273274058969	-0.881127327405896
ZC3H18-R	ZC3H18		R		-0.845325386990577	0.845325386990572
KTN1-P-S1084	KTN1	S1084	P		0.321219023480438	-0.3212190234804389
DHDDS-G	DHDDS		G		-0.6288153242645319	0.6288153242645319
MICAL3-P-S1649	MICAL3	S1649	P		-0.1304837080707	0.130483708070699
SEMA3C-R	SEMA3C		R		0.0163291518466296	-0.0163291518466282
RAP1GAP-P-T522	RAP1GAP	T522	P		0.7060992148244729	-0.7060992148244729
NPIPB12-R	NPIPB12		R		0.613093196172942	-0.6130931961729339
ZNF839-P-S574	ZNF839	S574	P		-0.8028631558880329	0.802863155888029
ATP8B2-P-S1183	ATP8B2	S1183	P		-0.9826372550903292	0.9826372550903292
HTRA3-G	HTRA3		G		2.807049510455E-4	-2.807049510455E-4
HTRA1-G	HTRA1		G		8.978635637161E-4	-8.978635637161E-4
HTRA2-G	HTRA2		G		-0.3404200490472789	0.3404200490472789
SCAF11-P-S816	SCAF11	S816	P		0.580492410990562	-0.5804924109905589
OR5M11-R	OR5M11		R		0.448973558499895	-0.448973558499894
